Date,Open,High,Low,Close,Adj Close,Volume
1981-08-10,3.500000,3.515625,3.437500,3.468750,0.116935,412800
1981-08-11,3.437500,3.437500,3.359375,3.406250,0.114828,1009600
1981-08-12,3.406250,3.406250,3.281250,3.296875,0.111141,2044000
1981-08-13,3.296875,3.406250,3.281250,3.375000,0.113775,793600
1981-08-14,3.375000,3.406250,3.343750,3.343750,0.112721,648800
1981-08-17,3.343750,3.390625,3.343750,3.359375,0.113248,392000
1981-08-18,3.359375,3.406250,3.359375,3.359375,0.113248,663200
1981-08-19,3.359375,3.421875,3.359375,3.421875,0.115355,347200
1981-08-20,3.421875,3.484375,3.406250,3.437500,0.115882,512800
1981-08-21,3.421875,3.421875,3.343750,3.359375,0.113248,763200
1981-08-24,3.343750,3.343750,3.250000,3.250000,0.109561,633600
1981-08-25,3.250000,3.281250,3.203125,3.250000,0.109561,960800
1981-08-26,3.250000,3.296875,3.203125,3.203125,0.107981,671200
1981-08-27,3.187500,3.187500,3.062500,3.109375,0.104820,1252000
1981-08-28,3.109375,3.109375,3.031250,3.031250,0.102187,648000
1981-08-31,3.031250,3.031250,2.843750,2.859375,0.096393,1878400
1981-09-01,2.859375,2.890625,2.828125,2.890625,0.097446,748800
1981-09-02,2.890625,2.968750,2.859375,2.968750,0.100080,1167200
1981-09-03,2.968750,2.984375,2.765625,2.781250,0.093759,800800
1981-09-04,2.781250,2.906250,2.765625,2.859375,0.096393,775200
1981-09-08,2.859375,2.906250,2.828125,2.875000,0.096919,641600
1981-09-09,2.875000,2.921875,2.875000,2.906250,0.097973,532000
1981-09-10,2.921875,3.046875,2.921875,3.046875,0.102713,1925600
1981-09-11,3.046875,3.171875,3.031250,3.156250,0.106401,3500000
1981-09-14,3.156250,3.171875,3.093750,3.171875,0.106927,688000
1981-09-15,3.109375,3.218750,3.109375,3.140625,0.105874,484800
1981-09-16,3.125000,3.125000,3.015625,3.046875,0.102713,724000
1981-09-17,3.046875,3.109375,2.953125,2.984375,0.100606,1427200
1981-09-18,2.984375,3.062500,2.968750,3.031250,0.102187,386400
1981-09-21,3.031250,3.062500,2.984375,3.000000,0.101133,324000
1981-09-22,3.000000,3.062500,2.953125,2.953125,0.099553,1228000
1981-09-23,2.921875,2.921875,2.843750,2.906250,0.097973,1213600
1981-09-24,2.906250,2.953125,2.750000,2.750000,0.092705,1548800
1981-09-25,2.750000,2.765625,2.640625,2.671875,0.090072,727200
1981-09-28,2.671875,2.781250,2.625000,2.781250,0.093759,829600
1981-09-29,2.781250,2.843750,2.765625,2.796875,0.094286,751200
1981-09-30,2.796875,2.796875,2.718750,2.781250,0.093759,623200
1981-10-01,2.796875,2.890625,2.796875,2.859375,0.096393,1523200
1981-10-02,2.859375,2.937500,2.812500,2.906250,0.097973,684000
1981-10-05,2.921875,3.000000,2.921875,2.953125,0.099553,1305600
1981-10-06,2.953125,3.062500,2.921875,3.062500,0.103240,1592000
1981-10-07,3.078125,3.171875,3.078125,3.171875,0.106927,1726400
1981-10-08,3.171875,3.234375,3.140625,3.234375,0.109034,1789600
1981-10-09,3.218750,3.218750,3.125000,3.171875,0.107676,569600
1981-10-12,3.171875,3.203125,3.031250,3.078125,0.104494,756000
1981-10-13,3.078125,3.093750,2.937500,2.937500,0.099720,686400
1981-10-14,2.937500,2.984375,2.921875,2.953125,0.100250,327200
1981-10-15,2.953125,3.078125,2.953125,3.062500,0.103963,565600
1981-10-16,3.062500,3.078125,3.031250,3.031250,0.102903,267200
1981-10-19,3.031250,3.046875,2.984375,3.046875,0.103433,352800
1981-10-20,3.046875,3.109375,3.046875,3.046875,0.103433,760800
1981-10-21,3.046875,3.093750,3.015625,3.031250,0.102903,376800
1981-10-22,3.031250,3.093750,2.968750,3.031250,0.102903,348800
1981-10-23,3.031250,3.031250,3.000000,3.015625,0.102372,568000
1981-10-26,3.015625,3.109375,3.000000,3.093750,0.105024,488000
1981-10-27,3.109375,3.203125,3.109375,3.125000,0.106085,1475200
1981-10-28,3.125000,3.156250,3.062500,3.062500,0.103963,444800
1981-10-29,3.062500,3.171875,3.031250,3.140625,0.106616,556800
1981-10-30,3.140625,3.328125,3.062500,3.281250,0.111389,1302400
1981-11-02,3.281250,3.359375,3.281250,3.296875,0.111920,1490400
1981-11-03,3.296875,3.296875,3.218750,3.250000,0.110328,1494400
1981-11-04,3.250000,3.281250,3.234375,3.281250,0.111389,1434400
1981-11-05,3.281250,3.375000,3.265625,3.343750,0.113511,1136800
1981-11-06,3.343750,3.343750,3.234375,3.250000,0.110328,868800
1981-11-09,3.250000,3.250000,3.093750,3.125000,0.106085,637600
1981-11-10,3.156250,3.218750,3.156250,3.203125,0.108737,857600
1981-11-11,3.203125,3.250000,3.187500,3.218750,0.109268,682400
1981-11-12,3.218750,3.281250,3.218750,3.234375,0.109798,842400
1981-11-13,3.218750,3.218750,3.093750,3.125000,0.106085,419200
1981-11-16,3.125000,3.125000,3.031250,3.046875,0.103433,230400
1981-11-17,3.046875,3.078125,3.031250,3.046875,0.103433,579200
1981-11-18,3.046875,3.078125,3.015625,3.015625,0.102372,628000
1981-11-19,3.015625,3.031250,2.953125,2.968750,0.100781,405600
1981-11-20,2.968750,3.015625,2.921875,2.984375,0.101311,569600
1981-11-23,2.984375,3.000000,2.890625,2.906250,0.098659,613600
1981-11-24,2.906250,2.968750,2.890625,2.953125,0.100250,443200
1981-11-25,2.953125,3.093750,2.890625,2.921875,0.099190,1503200
1981-11-27,2.921875,2.921875,2.890625,2.921875,0.099190,652800
1981-11-30,2.921875,2.937500,2.875000,2.906250,0.098659,1006400
1981-12-01,2.906250,2.906250,2.843750,2.859375,0.097068,590400
1981-12-02,2.859375,2.875000,2.781250,2.843750,0.096537,871200
1981-12-03,2.843750,2.937500,2.843750,2.921875,0.099190,500000
1981-12-04,2.921875,3.015625,2.906250,3.015625,0.102372,1066400
1981-12-07,3.031250,3.109375,3.031250,3.046875,0.103433,1112000
1981-12-08,3.046875,3.156250,3.000000,3.156250,0.107146,751200
1981-12-09,3.156250,3.328125,3.156250,3.328125,0.112980,2321600
1981-12-10,3.312500,3.312500,3.250000,3.296875,0.111920,1030400
1981-12-11,3.296875,3.296875,3.203125,3.218750,0.109268,994400
1981-12-14,3.203125,3.203125,3.156250,3.156250,0.107146,989600
1981-12-15,3.156250,3.156250,3.062500,3.078125,0.104494,251200
1981-12-16,3.078125,3.125000,3.078125,3.125000,0.106085,298400
1981-12-17,3.156250,3.296875,3.156250,3.265625,0.110859,924800
1981-12-18,3.281250,3.359375,3.281250,3.296875,0.111920,1174400
1981-12-21,3.296875,3.312500,3.250000,3.281250,0.111389,648800
1981-12-22,3.281250,3.296875,3.218750,3.218750,0.109268,490400
1981-12-23,3.218750,3.218750,3.140625,3.140625,0.106616,330400
1981-12-24,3.140625,3.140625,3.109375,3.125000,0.106085,469600
1981-12-28,3.125000,3.171875,3.125000,3.125000,0.106085,197600
1981-12-29,3.125000,3.171875,3.109375,3.109375,0.105555,720000
1981-12-30,3.109375,3.125000,3.046875,3.093750,0.105024,641600
1981-12-31,3.093750,3.109375,3.062500,3.062500,0.103963,630400
1982-01-04,3.078125,3.093750,3.062500,3.062500,0.103963,713600
1982-01-05,3.015625,3.093750,2.937500,2.953125,0.100250,477600
1982-01-06,2.984375,3.015625,2.937500,2.953125,0.100250,1382400
1982-01-07,2.953125,2.968750,2.921875,2.937500,0.099720,508800
1982-01-08,2.968750,3.000000,2.921875,2.921875,0.099190,719200
1982-01-11,2.906250,2.937500,2.859375,2.859375,0.097068,482400
1982-01-12,2.812500,2.843750,2.781250,2.828125,0.096768,928800
1982-01-13,2.843750,2.875000,2.796875,2.796875,0.095699,284800
1982-01-14,2.828125,2.859375,2.796875,2.812500,0.096234,245600
1982-01-15,2.843750,2.875000,2.812500,2.812500,0.096234,358400
1982-01-18,2.828125,2.890625,2.750000,2.859375,0.097838,928800
1982-01-19,2.843750,2.890625,2.796875,2.812500,0.096234,658400
1982-01-20,2.812500,2.828125,2.781250,2.796875,0.095699,692800
1982-01-21,2.859375,2.890625,2.812500,2.843750,0.097303,552800
1982-01-22,2.843750,2.859375,2.828125,2.843750,0.097303,376000
1982-01-25,2.796875,2.828125,2.750000,2.781250,0.095165,339200
1982-01-26,2.765625,2.796875,2.734375,2.750000,0.094095,528000
1982-01-27,2.890625,2.968750,2.812500,2.953125,0.101045,816800
1982-01-28,3.062500,3.156250,2.968750,3.140625,0.107461,869600
1982-01-29,3.218750,3.281250,3.156250,3.250000,0.111203,1200800
1982-02-01,3.250000,3.296875,3.187500,3.265625,0.111738,748000
1982-02-02,3.328125,3.406250,3.250000,3.359375,0.114946,1016000
1982-02-03,3.296875,3.343750,3.250000,3.250000,0.111203,465600
1982-02-04,3.203125,3.281250,3.109375,3.156250,0.107996,488800
1982-02-05,3.234375,3.281250,3.187500,3.250000,0.111203,433600
1982-02-08,3.250000,3.281250,3.218750,3.218750,0.110134,360000
1982-02-09,3.203125,3.218750,3.187500,3.203125,0.109600,325600
1982-02-10,3.203125,3.218750,3.187500,3.203125,0.109600,294400
1982-02-11,3.125000,3.218750,3.031250,3.046875,0.104253,458400
1982-02-12,3.000000,3.031250,2.968750,3.000000,0.102649,410400
1982-02-16,2.953125,2.984375,2.906250,2.984375,0.102115,570400
1982-02-17,3.015625,3.062500,2.968750,3.046875,0.104253,477600
1982-02-18,3.015625,3.046875,2.984375,3.000000,0.102649,1082400
1982-02-19,3.031250,3.062500,2.984375,3.062500,0.104788,456800
1982-02-22,3.031250,3.125000,2.937500,2.984375,0.102115,688800
1982-02-23,2.875000,2.937500,2.812500,2.875000,0.098372,569600
1982-02-24,2.859375,2.906250,2.796875,2.875000,0.098372,282400
1982-02-25,2.875000,2.906250,2.828125,2.859375,0.097838,588000
1982-02-26,2.875000,2.906250,2.828125,2.875000,0.098372,889600
1982-03-01,2.906250,2.953125,2.859375,2.890625,0.098907,630400
1982-03-02,2.968750,3.000000,2.937500,2.953125,0.101045,2352800
1982-03-03,2.937500,2.968750,2.906250,2.937500,0.100511,440000
1982-03-04,2.890625,2.937500,2.843750,2.875000,0.098372,410400
1982-03-05,2.796875,2.890625,2.687500,2.687500,0.091957,671200
1982-03-08,2.546875,2.750000,2.343750,2.375000,0.081264,2350400
1982-03-09,2.484375,2.546875,2.406250,2.546875,0.087145,989600
1982-03-10,2.515625,2.625000,2.515625,2.562500,0.087680,719200
1982-03-11,2.640625,2.671875,2.593750,2.625000,0.089818,761600
1982-03-12,2.640625,2.671875,2.593750,2.593750,0.088749,876000
1982-03-15,2.593750,2.625000,2.562500,2.562500,0.087680,1026400
1982-03-16,2.578125,2.593750,2.546875,2.546875,0.087145,288000
1982-03-17,2.578125,2.609375,2.531250,2.609375,0.089284,398400
1982-03-18,2.703125,2.750000,2.640625,2.750000,0.094095,732800
1982-03-19,2.812500,2.843750,2.781250,2.843750,0.097303,426400
1982-03-22,3.031250,3.125000,2.937500,3.125000,0.106926,686400
1982-03-23,3.125000,3.171875,3.078125,3.093750,0.105857,874400
1982-03-24,3.109375,3.125000,3.078125,3.093750,0.105857,1144800
1982-03-25,3.109375,3.125000,3.078125,3.093750,0.105857,1410400
1982-03-26,3.046875,3.093750,3.000000,3.015625,0.103184,410400
1982-03-29,2.953125,3.000000,2.890625,2.890625,0.098907,600800
1982-03-30,2.890625,2.921875,2.843750,2.921875,0.099976,763200
1982-03-31,2.984375,3.031250,2.921875,3.015625,0.103184,676000
1982-04-01,2.984375,3.015625,2.953125,2.953125,0.101045,688800
1982-04-02,3.031250,3.078125,2.968750,3.062500,0.104788,932800
1982-04-05,3.093750,3.156250,3.031250,3.140625,0.107461,1084800
1982-04-06,3.156250,3.203125,3.093750,3.203125,0.109600,922400
1982-04-07,3.187500,3.218750,3.156250,3.187500,0.109065,1371200
1982-04-08,3.156250,3.187500,3.109375,3.109375,0.106392,1180800
1982-04-12,3.203125,3.281250,3.109375,3.265625,0.112553,2178400
1982-04-13,3.250000,3.281250,3.218750,3.265625,0.112553,752800
1982-04-14,3.312500,3.359375,3.250000,3.343750,0.115245,1536800
1982-04-15,3.421875,3.500000,3.343750,3.500000,0.120630,3088000
1982-04-16,3.562500,3.671875,3.437500,3.671875,0.126554,5682400
1982-04-19,3.625000,3.687500,3.562500,3.625000,0.124939,2577600
1982-04-20,3.593750,3.625000,3.546875,3.562500,0.122785,3318400
1982-04-21,3.546875,3.593750,3.500000,3.562500,0.122785,2322400
1982-04-22,3.656250,3.718750,3.593750,3.671875,0.126554,3249600
1982-04-23,3.671875,3.718750,3.625000,3.640625,0.125477,1695200
1982-04-26,3.656250,3.687500,3.625000,3.687500,0.127093,1224800
1982-04-27,3.640625,3.687500,3.593750,3.609375,0.124400,1255200
1982-04-28,3.625000,3.640625,3.593750,3.640625,0.125477,911200
1982-04-29,3.593750,3.640625,3.531250,3.546875,0.122246,1101600
1982-04-30,3.562500,3.593750,3.515625,3.593750,0.123862,1598400
1982-05-03,3.656250,3.718750,3.593750,3.718750,0.128170,1008800
1982-05-04,3.750000,3.781250,3.718750,3.765625,0.129786,2091200
1982-05-05,3.750000,3.765625,3.718750,3.734375,0.128708,1341600
1982-05-06,3.718750,3.781250,3.640625,3.671875,0.126554,1955200
1982-05-07,3.609375,3.671875,3.531250,3.546875,0.122246,1996000
1982-05-10,3.468750,3.562500,3.375000,3.375000,0.116322,1532000
1982-05-11,3.359375,3.421875,3.296875,3.375000,0.116322,4396000
1982-05-12,3.390625,3.421875,3.343750,3.375000,0.116322,652800
1982-05-13,3.328125,3.359375,3.296875,3.312500,0.114168,1221600
1982-05-14,3.312500,3.328125,3.281250,3.296875,0.113630,1179200
1982-05-17,3.250000,3.281250,3.203125,3.203125,0.110399,1430400
1982-05-18,3.203125,3.234375,3.171875,3.171875,0.109321,1000000
1982-05-19,3.156250,3.187500,3.125000,3.171875,0.109321,844000
1982-05-20,3.140625,3.171875,3.109375,3.140625,0.108244,1020000
1982-05-21,3.171875,3.187500,3.140625,3.187500,0.109860,237600
1982-05-24,3.281250,3.328125,3.218750,3.328125,0.114707,454400
1982-05-25,3.343750,3.390625,3.296875,3.312500,0.114168,869600
1982-05-26,3.265625,3.328125,3.187500,3.187500,0.109860,724000
1982-05-27,3.218750,3.250000,3.187500,3.203125,0.110399,788800
1982-05-28,3.218750,3.234375,3.187500,3.218750,0.110937,309600
1982-06-01,3.250000,3.281250,3.203125,3.265625,0.112553,505600
1982-06-02,3.312500,3.343750,3.265625,3.312500,0.114168,704000
1982-06-03,3.328125,3.343750,3.296875,3.296875,0.113630,405600
1982-06-04,3.265625,3.312500,3.203125,3.203125,0.110399,231200
1982-06-07,3.234375,3.296875,3.171875,3.203125,0.110399,576800
1982-06-08,3.156250,3.203125,3.109375,3.140625,0.108244,1920000
1982-06-09,3.062500,3.093750,3.031250,3.046875,0.105013,2104800
1982-06-10,3.078125,3.125000,3.031250,3.125000,0.107706,1005600
1982-06-11,3.281250,3.343750,3.218750,3.328125,0.114707,1708800
1982-06-14,3.312500,3.343750,3.265625,3.328125,0.114707,675200
1982-06-15,3.390625,3.437500,3.343750,3.421875,0.117938,1971200
1982-06-16,3.421875,3.468750,3.375000,3.390625,0.116861,1392000
1982-06-17,3.406250,3.453125,3.343750,3.437500,0.118476,1086400
1982-06-18,3.500000,3.562500,3.437500,3.562500,0.122785,923200
1982-06-21,3.531250,3.546875,3.500000,3.500000,0.120630,1160800
1982-06-22,3.500000,3.562500,3.437500,3.562500,0.122785,846400
1982-06-23,3.609375,3.687500,3.531250,3.671875,0.126554,1060800
1982-06-24,3.656250,3.734375,3.562500,3.609375,0.124400,1164000
1982-06-25,3.609375,3.656250,3.562500,3.562500,0.122785,888800
1982-06-28,3.609375,3.656250,3.546875,3.625000,0.124939,843200
1982-06-29,3.625000,3.656250,3.593750,3.625000,0.124939,584800
1982-06-30,3.593750,3.671875,3.500000,3.500000,0.120630,1396000
1982-07-01,3.531250,3.593750,3.453125,3.531250,0.121708,903200
1982-07-02,3.500000,3.546875,3.453125,3.453125,0.119015,938400
1982-07-06,3.546875,3.625000,3.468750,3.593750,0.123862,968000
1982-07-07,3.656250,3.718750,3.593750,3.671875,0.126554,1497600
1982-07-08,3.625000,3.718750,3.531250,3.718750,0.128170,1195200
1982-07-09,3.781250,3.843750,3.718750,3.843750,0.132478,2591200
1982-07-12,3.765625,3.812500,3.703125,3.796875,0.131633,1959200
1982-07-13,3.796875,3.890625,3.750000,3.812500,0.132175,1598400
1982-07-14,3.750000,3.812500,3.703125,3.796875,0.131633,1959200
1982-07-15,3.812500,3.875000,3.750000,3.796875,0.131633,1948800
1982-07-16,3.828125,3.875000,3.781250,3.828125,0.132716,1261600
1982-07-19,3.921875,3.953125,3.875000,3.921875,0.135967,1871200
1982-07-20,3.984375,4.062500,3.890625,4.031250,0.139758,2384000
1982-07-21,4.015625,4.062500,3.968750,3.984375,0.138133,1997600
1982-07-22,3.953125,3.984375,3.906250,3.921875,0.135967,967200
1982-07-23,3.921875,3.937500,3.890625,3.890625,0.134883,457600
1982-07-26,3.906250,3.921875,3.875000,3.906250,0.135425,216800
1982-07-27,3.859375,3.890625,3.812500,3.812500,0.132175,416800
1982-07-28,3.734375,3.812500,3.640625,3.687500,0.127841,977600
1982-07-29,3.703125,3.750000,3.671875,3.734375,0.129466,1935200
1982-07-30,3.718750,3.750000,3.687500,3.687500,0.127841,440000
1982-08-02,3.703125,3.750000,3.656250,3.671875,0.127300,1058400
1982-08-03,3.671875,3.734375,3.593750,3.593750,0.124591,990400
1982-08-04,3.359375,3.421875,3.296875,3.328125,0.115382,212000
1982-08-05,3.328125,3.390625,3.265625,3.312500,0.114840,1583200
1982-08-06,3.343750,3.421875,3.265625,3.281250,0.113757,2604000
1982-08-09,3.296875,3.375000,3.218750,3.375000,0.117007,1480800
1982-08-10,3.390625,3.421875,3.359375,3.390625,0.117549,944000
1982-08-11,3.375000,3.406250,3.343750,3.375000,0.117007,532800
1982-08-12,3.375000,3.390625,3.343750,3.375000,0.117007,296800
1982-08-13,3.390625,3.437500,3.343750,3.421875,0.118632,548800
1982-08-16,3.453125,3.531250,3.375000,3.375000,0.117007,1281600
1982-08-17,3.421875,3.500000,3.343750,3.500000,0.121341,1899200
1982-08-18,3.546875,3.593750,3.500000,3.531250,0.122424,1694400
1982-08-19,3.515625,3.546875,3.468750,3.500000,0.121341,460000
1982-08-20,3.656250,3.781250,3.531250,3.718750,0.128925,1403200
1982-08-23,3.859375,3.968750,3.734375,3.921875,0.135967,2788800
1982-08-24,3.921875,4.000000,3.843750,3.906250,0.135425,2280800
1982-08-25,3.968750,4.031250,3.890625,3.953125,0.137050,1296000
1982-08-26,4.000000,4.125000,3.859375,3.937500,0.136508,3219200
1982-08-27,3.906250,3.937500,3.875000,3.875000,0.134342,1351200
1982-08-30,4.000000,4.109375,3.875000,4.109375,0.142467,1054400
1982-08-31,4.187500,4.281250,4.078125,4.218750,0.146259,2803200
1982-09-01,4.187500,4.265625,4.093750,4.125000,0.143009,2480000
1982-09-02,4.234375,4.343750,4.125000,4.328125,0.150051,1740000
1982-09-03,4.390625,4.453125,4.312500,4.375000,0.151676,5013600
1982-09-07,4.265625,4.375000,4.156250,4.234375,0.146801,1757600
1982-09-08,4.234375,4.281250,4.187500,4.218750,0.146259,1202400
1982-09-09,4.312500,4.375000,4.234375,4.312500,0.149509,1372800
1982-09-10,4.250000,4.296875,4.203125,4.250000,0.147342,972800
1982-09-13,4.234375,4.265625,4.187500,4.218750,0.146259,1461600
1982-09-14,4.234375,4.265625,4.187500,4.187500,0.145176,1221600
1982-09-15,4.125000,4.156250,4.078125,4.109375,0.142467,1284800
1982-09-16,4.140625,4.171875,4.093750,4.109375,0.142467,1642400
1982-09-17,3.968750,4.031250,3.890625,3.953125,0.137050,1832000
1982-09-20,3.984375,4.031250,3.937500,4.000000,0.138675,1078400
1982-09-21,4.062500,4.109375,4.000000,4.109375,0.142467,1305600
1982-09-22,4.218750,4.281250,4.156250,4.187500,0.145176,1420800
1982-09-23,4.125000,4.171875,4.062500,4.125000,0.143009,645600
1982-09-24,4.140625,4.171875,4.109375,4.125000,0.143009,636800
1982-09-27,4.093750,4.125000,4.046875,4.125000,0.143009,710400
1982-09-28,4.140625,4.171875,4.093750,4.156250,0.144092,684800
1982-09-29,4.109375,4.156250,4.062500,4.093750,0.141925,722400
1982-09-30,4.062500,4.093750,4.015625,4.062500,0.140842,559200
1982-10-01,4.015625,4.046875,3.984375,4.031250,0.139758,1284800
1982-10-04,4.046875,4.093750,3.984375,4.093750,0.141925,531200
1982-10-05,4.171875,4.218750,4.125000,4.203125,0.145717,1186400
1982-10-06,4.296875,4.406250,4.171875,4.406250,0.152759,1688800
1982-10-07,4.453125,4.531250,4.359375,4.468750,0.154926,2796800
1982-10-08,4.453125,4.500000,4.406250,4.468750,0.154926,1547200
1982-10-11,4.531250,4.578125,4.468750,4.546875,0.157635,2868800
1982-10-12,4.500000,4.578125,4.390625,4.421875,0.154063,1656800
1982-10-13,4.453125,4.531250,4.343750,4.468750,0.155697,1093600
1982-10-14,4.421875,4.484375,4.359375,4.359375,0.151886,1672000
1982-10-15,4.234375,4.328125,4.125000,4.171875,0.145353,1448000
1982-10-18,4.234375,4.296875,4.156250,4.281250,0.149164,1748800
1982-10-19,4.296875,4.359375,4.234375,4.296875,0.149708,1436800
1982-10-20,4.375000,4.453125,4.281250,4.453125,0.155152,963200
1982-10-21,4.500000,4.562500,4.421875,4.500000,0.156786,2806400
1982-10-22,4.437500,4.546875,4.312500,4.375000,0.152430,3259200
1982-10-25,4.203125,4.250000,4.156250,4.187500,0.145898,1363200
1982-10-26,4.140625,4.187500,4.093750,4.187500,0.145898,1652800
1982-10-27,4.218750,4.281250,4.140625,4.234375,0.147531,2252000
1982-10-28,4.203125,4.265625,4.125000,4.140625,0.144264,1075200
1982-10-29,4.093750,4.109375,4.062500,4.093750,0.142631,1271200
1982-11-01,4.062500,4.093750,4.031250,4.031250,0.140454,1344800
1982-11-02,4.125000,4.203125,4.031250,4.140625,0.144264,3164800
1982-11-03,4.312500,4.468750,4.171875,4.468750,0.155697,2798400
1982-11-04,4.468750,4.546875,4.343750,4.375000,0.152430,2725600
1982-11-05,4.312500,4.359375,4.265625,4.312500,0.150253,1283200
1982-11-08,4.218750,4.281250,4.156250,4.171875,0.145353,1956800
1982-11-09,4.296875,4.375000,4.203125,4.296875,0.149708,1804000
1982-11-10,4.156250,4.296875,4.000000,4.031250,0.140454,2589600
1982-11-11,4.031250,4.109375,3.953125,4.109375,0.143176,2347200
1982-11-12,4.015625,4.109375,3.906250,3.937500,0.137187,1555200
1982-11-15,3.843750,3.890625,3.781250,3.796875,0.132288,2586400
1982-11-16,3.734375,3.812500,3.656250,3.765625,0.131199,1416000
1982-11-17,3.812500,3.875000,3.750000,3.796875,0.132288,2681600
1982-11-18,3.796875,3.828125,3.750000,3.750000,0.130655,825600
1982-11-19,3.734375,3.781250,3.687500,3.718750,0.129566,1880000
1982-11-22,3.718750,3.734375,3.703125,3.718750,0.129566,1997600
1982-11-23,3.687500,3.718750,3.656250,3.656250,0.127388,2461600
1982-11-24,3.656250,3.687500,3.625000,3.687500,0.128477,2575200
1982-11-26,3.718750,3.734375,3.687500,3.703125,0.129021,1500800
1982-11-29,3.734375,3.750000,3.703125,3.750000,0.130655,1736000
1982-11-30,3.812500,3.906250,3.718750,3.890625,0.135554,2360800
1982-12-01,4.031250,4.109375,3.937500,4.062500,0.141542,3401600
1982-12-02,4.171875,4.234375,4.093750,4.140625,0.144264,3316000
1982-12-03,4.156250,4.187500,4.125000,4.171875,0.145353,2849600
1982-12-06,4.218750,4.296875,4.140625,4.281250,0.149164,1834400
1982-12-07,4.296875,4.343750,4.250000,4.281250,0.149164,3188800
1982-12-08,4.218750,4.281250,4.140625,4.171875,0.145353,823200
1982-12-09,3.984375,4.046875,3.921875,3.984375,0.138820,1325600
1982-12-10,3.906250,4.031250,3.781250,3.812500,0.132832,1325600
1982-12-13,3.921875,3.953125,3.875000,3.937500,0.137187,1640800
1982-12-14,4.078125,4.156250,3.984375,3.984375,0.138820,2196000
1982-12-15,3.906250,4.000000,3.812500,3.984375,0.138820,1136000
1982-12-16,3.984375,4.015625,3.953125,4.015625,0.139909,599200
1982-12-17,4.046875,4.078125,4.000000,4.062500,0.141542,1300800
1982-12-20,4.109375,4.156250,4.062500,4.125000,0.143720,1084800
1982-12-21,4.156250,4.203125,4.109375,4.187500,0.145898,1042400
1982-12-22,4.156250,4.218750,4.078125,4.093750,0.142631,1303200
1982-12-23,4.093750,4.125000,4.046875,4.046875,0.140998,517600
1982-12-27,4.031250,4.062500,4.000000,4.062500,0.141542,912000
1982-12-28,4.031250,4.109375,3.953125,3.968750,0.138276,1036000
1982-12-29,4.015625,4.062500,3.968750,4.062500,0.141542,1104800
1982-12-30,4.046875,4.078125,4.015625,4.078125,0.142087,1045600
1982-12-31,4.109375,4.125000,4.078125,4.125000,0.143720,256800
1983-01-03,4.171875,4.250000,4.078125,4.078125,0.142087,1172000
1983-01-04,4.062500,4.093750,4.015625,4.093750,0.142631,1153600
1983-01-05,4.062500,4.093750,4.031250,4.093750,0.142631,700000
1983-01-06,4.078125,4.125000,4.031250,4.109375,0.143176,1460800
1983-01-07,4.078125,4.125000,4.031250,4.062500,0.141542,1706400
1983-01-10,3.984375,4.062500,3.906250,3.937500,0.137187,1493600
1983-01-11,3.890625,3.937500,3.828125,3.906250,0.136881,3602400
1983-01-12,4.046875,4.187500,3.906250,4.140625,0.145093,3368000
1983-01-13,4.265625,4.343750,4.171875,4.296875,0.150569,3744000
1983-01-14,4.390625,4.421875,4.359375,4.421875,0.154949,3125600
1983-01-17,4.500000,4.562500,4.437500,4.437500,0.155496,1640800
1983-01-18,4.468750,4.531250,4.390625,4.468750,0.156591,2132000
1983-01-19,4.421875,4.500000,4.343750,4.375000,0.153306,751200
1983-01-20,4.406250,4.437500,4.375000,4.437500,0.155496,785600
1983-01-21,4.390625,4.437500,4.328125,4.421875,0.154949,977600
1983-01-24,4.390625,4.515625,4.265625,4.359375,0.152759,1400000
1983-01-25,4.375000,4.421875,4.328125,4.421875,0.154949,939200
1983-01-26,4.375000,4.421875,4.328125,4.328125,0.151664,702400
1983-01-27,4.359375,4.390625,4.312500,4.375000,0.153306,700800
1983-01-28,4.500000,4.593750,4.406250,4.593750,0.160972,2712800
1983-01-31,4.656250,4.750000,4.546875,4.750000,0.166447,2191200
1983-02-01,4.671875,4.734375,4.593750,4.656250,0.163162,5599200
1983-02-02,4.640625,4.703125,4.578125,4.625000,0.162067,2914400
1983-02-03,4.718750,4.796875,4.640625,4.750000,0.166447,1987200
1983-02-04,4.906250,4.937500,4.875000,4.906250,0.171922,3224800
1983-02-07,4.984375,5.031250,4.921875,4.968750,0.174112,3821600
1983-02-08,4.968750,5.000000,4.937500,4.953125,0.173565,1688000
1983-02-09,5.078125,5.171875,4.968750,5.140625,0.180135,3628000
1983-02-10,5.203125,5.296875,5.093750,5.250000,0.183968,3558400
1983-02-11,5.218750,5.343750,5.093750,5.140625,0.180135,2014400
1983-02-14,5.234375,5.312500,5.140625,5.296875,0.185610,1629600
1983-02-15,5.343750,5.406250,5.281250,5.328125,0.186705,2264000
1983-02-16,5.375000,5.406250,5.328125,5.375000,0.188348,1852000
1983-02-17,5.281250,5.359375,5.203125,5.328125,0.186705,1123200
1983-02-18,5.234375,5.296875,5.171875,5.265625,0.184515,1388800
1983-02-22,5.218750,5.281250,5.156250,5.187500,0.181777,959200
1983-02-23,5.250000,5.312500,5.171875,5.296875,0.185610,2348800
1983-02-24,5.359375,5.406250,5.296875,5.390625,0.188895,1739200
1983-02-25,5.328125,5.453125,5.187500,5.203125,0.182325,1271200
